id,project_id,title,author,abstract,journal,DOI,pubmed_id,mesh_term,keywords,pubdate,pubstatus,url
58,60,Transcriptomic Profiling of the Developing Cardiac Conduction System at Single-Cell Resolution,"William R Goodyer, Benjamin M Beyersdorf, David T Paik, Lei Tian, Guang Li, Jan W Buikema, Orlando Chirikian, Shannon Choi, Sneha Venkatraman, Eliza L Adams, Marc Tessier-Lavigne, Joseph C Wu, Sean M Wu, William R Goodyer, Benjamin M Beyersdorf, David T Paik, Lei Tian, Guang Li, Jan W Buikema, Orlando Chirikian, Shannon Choi, Sneha Venkatraman, Eliza L Adams, Marc Tessier-Lavigne, Joseph C Wu, Sean M Wu","Rationale:The cardiac conduction system (CCS) consists of distinct components including the sinoatrial node, atrioventricular node, His bundle, bundle branches, and Purkinje fibers. Despite an essential role for the CCS in heart development and function, the CCS has remained challenging to interrogate because of inherent obstacles including small cell numbers, large cell-type heterogeneity, complex anatomy, and difficulty in isolation. Single-cell RNA-sequencing allows for genome-wide analysis of gene expression at single-cell resolution.Objective:Assess the transcriptional landscape of the entire CCS at single-cell resolution by single-cell RNA-sequencing within the developing mouse heart.Methods and results:Wild-type, embryonic day 16.5 mouse hearts (n=6 per zone) were harvested and 3 zones of microdissection were isolated, including: Zone I-sinoatrial node region; Zone II-atrioventricular node/His region; and Zone III-bundle branch/Purkinje fiber region. Tissue was digested into single-cell suspensions, cells isolated, mRNA reverse transcribed, and barcoded before high-throughput sequencing and bioinformatics analyses. Single-cell RNA-sequencing was performed on over 22 000 cells, and all major cell types of the murine heart were successfully captured including bona fide clusters of cells consistent with each major component of the CCS. Unsupervised weighted gene coexpression network analysis led to the discovery of a host of novel CCS genes, a subset of which were validated using fluorescent in situ hybridization as well as whole-mount immunolabeling with volume imaging (iDISCO+) in 3 dimensions on intact mouse hearts. Further, subcluster analysis unveiled isolation of distinct CCS cell subtypes, including the clinically relevant but poorly characterized transitional cells that bridge the CCS and surrounding myocardium.Conclusions:Our study represents the first comprehensive assessment of the transcriptional profiles from the entire CCS at single-cell resolution and provides a characterization in the context of development and disease.",Circulation research,10.1161/CIRCRESAHA.118.314578,31284824,Animals;Heart Conduction System / cytology;Heart Conduction System / embryology;Heart Conduction System / metabolism*;Mice;RNA-Seq;Single-Cell Analysis;Transcriptome*,bioinformatics;cardiac conduction system;single-cell RNA-sequencing,09/07/2019,1,https://doi.org/10.1161/CIRCRESAHA.118.314578
59,61,A single-cell atlas and lineage analysis of the adult Drosophila ovary.,"Katja Rust, Lauren E Byrnes, Kevin Shengyang Yu, Jason S Park, Julie B Sneddon, Aaron D Tward, Todd G Nystul, Katja Rust, Lauren E Byrnes, Kevin Shengyang Yu, Jason S Park, Julie B Sneddon, Aaron D Tward, Todd G Nystul","The Drosophila ovary is a widely used model for germ cell and somatic tissue biology. Here we use single-cell RNA-sequencing (scRNA-seq) to build a comprehensive cell atlas of the adult Drosophila ovary that contains transcriptional profiles for every major cell type in the ovary, including the germline stem cells and their niche cells, follicle stem cells, and previously undescribed subpopulations of escort cells. In addition, we identify Gal4 lines with specific expression patterns and perform lineage tracing of subpopulations of escort cells and follicle cells. We discover that a distinct subpopulation of escort cells is able to convert to follicle stem cells in response to starvation or upon genetic manipulation, including knockdown of escargot, or overactivation of mTor or Toll signalling.",Nature communications,10.1038/s41467-020-19361-0,33159074,Animals;Cell Lineage;Drosophila / cytology*;Drosophila / genetics;Drosophila / metabolism;Drosophila Proteins / genetics;Drosophila Proteins / metabolism;Female;Ovarian Follicle / cytology;Ovarian Follicle / metabolism;Ovary / cytology*;Ovary / metabolism;Single-Cell Analysis,Cell Lineage;Female;Animals;Drosophila Proteins;Drosophila;Ovarian Follicle;Ovar,06/11/2020,1,https://doi.org/10.1038/s41467-020-19361-0
60,63,Single-cell transcriptomics of the human retinal pigment epithelium and choroid in health and macular degeneration,"Andrew P Voigt, Kelly Mulfaul, Nathaniel K Mullin, Miles J Flamme-Wiese, Joseph C Giacalone, Edwin M Stone, Budd A Tucker, Todd E Scheetz, Robert F Mullins, Andrew P Voigt, Kelly Mulfaul, Nathaniel K Mullin, Miles J Flamme-Wiese, Joseph C Giacalone, Edwin M Stone, Budd A Tucker, Todd E Scheetz, Robert F Mullins","The human retinal pigment epithelium (RPE) and choroid are complex tissues that provide crucial support to the retina. Disease affecting either of these supportive tissues can lead to irreversible blindness in the setting of age-related macular degeneration. In this study, single-cell RNA sequencing was performed on macular and peripheral regions of RPE-choroid from 7 human donor eyes in 2 independent experiments. In the first experiment, total RPE/choroid preparations were evaluated and expression profiles specific to RPE and major choroidal cell populations were identified. As choroidal endothelial cells represent a minority of the total RPE/choroidal cell population but are strongly implicated in age-related macular degeneration (AMD) pathogenesis, a second single-cell RNA-sequencing experiment was performed using endothelial cells enriched by magnetic separation. In this second study, we identified gene expression signatures along the choroidal vascular tree, classifying the transcriptome of human choriocapillaris, arterial, and venous endothelial cells. We found that the choriocapillaris highly and specifically expresses the regulator of cell cycle gene (RGCC), a gene that responds to complement activation and induces apoptosis in endothelial cells. In addition,RGCCwas the most up-regulated choriocapillaris gene in a donor diagnosed with AMD. These results provide a characterization of the human RPE and choriocapillaris transcriptome, offering potential insight into the mechanisms of choriocapillaris response to complement injury and choroidal vascular disease in age-related macular degeneration.",Proceedings of the national academy of sciences of the united states of america,10.1073/pnas.1914143116,31712411,Choroid / cytology;Choroid / metabolism*;Choroid / pathology;Epithelial Cells / metabolism;Epithelium / metabolism;Humans;Macular Degeneration / metabolism*;Retina / cytology;Retina / metabolism*;Retina / pathology;Single-Cell Analysis;Transcriptome*,age-related macular degeneration;choriocapillaris;choroid;single cell,11/11/2019,1,https://doi.org/10.1073/pnas.1914143116
61,64,Single-Cell Heterogeneity Analysis and CRISPR Screen Identify Key β-Cell-Specific Disease Genes,"Zhou Fang, Chen Weng, Haiyan Li, Ran Tao, Weihua Mai, Xiaoxiao Liu, Leina Lu, Sisi Lai, Qing Duan, Carlos Alvarez, Peter Arvan, Anthony Wynshaw-Boris, Yun Li, Yanxin Pei, Fulai Jin, Yan Li, Zhou Fang, Chen Weng, Haiyan Li, Ran Tao, Weihua Mai, Xiaoxiao Liu, Leina Lu, Sisi Lai, Qing Duan, Carlos Alvarez, Peter Arvan, Anthony Wynshaw-Boris, Yun Li, Yanxin Pei, Fulai Jin, Yan Li","Identification of human disease signature genes typically requires samples from many donors to achieve statistical significance. Here, we show that single-cell heterogeneity analysis may overcome this hurdle by significantly improving the test sensitivity. We analyzed the transcriptome of 39,905 single islets cells from 9 donors and observed distinct β cell heterogeneity trajectories associated with obesity or type 2 diabetes (T2D). We therefore developed RePACT, a sensitive single-cell analysis algorithm to identify both common and specific signature genes for obesity and T2D. We mapped both β-cell-specific genes and disease signature genes to the insulin regulatory network identified from a genome-wide CRISPR screen. Our integrative analysis discovered the previously unrecognized roles of the cohesin loading complex and the NuA4/Tip60 histone acetyltransferase complex in regulating insulin transcription and release. Our study demonstrated the power of combining single-cell heterogeneity analysis and functional genomics to dissect the etiology of complex diseases.",Cell reports,10.1016/j.celrep.2019.02.043,30865899,"Animals;CRISPR-Cas Systems;Cell Cycle Proteins / genetics;Cell Cycle Proteins / metabolism;Cells, Cultured;Chromosomal Proteins, Non-Histone / genetics;Chromosomal Proteins, Non-Histone / metabolism;Diabetes Mellitus, Type 2 / genetics*;Diabetes Mellitus, Type 2 / metabolism;Gene Expression Profiling;Genetic Heterogeneity*;HEK293 Cells;Histone Acetyltransferases / genetics;Histone Acetyltransferases / metabolism;Humans;Insulin / genetics;Insulin / metabolism;Insulin-Secreting Cells / metabolism*;Mice;Single-Cell Analysis;Transcriptome*",CRISPR screen;Cellular heterogeneity;Drop-seq;bioinformatics;diabetes;functional genomics;obesity;pancreatic islet;single cell;尾 cell,12/03/2019,1,https://doi.org/10.1016/j.celrep.2019.02.043
62,65,A single-cell atlas of the human substantia nigra reveals cell-specific pathways associated with neurological disorders.,"Devika Agarwal, Cynthia Sandor, Viola Volpato, Tara M Caffrey, Jimena Monzón-Sandoval, Rory Bowden, Javier Alegre-Abarrategui, Richard Wade-Martins, Caleb Webber, Devika Agarwal, Cynthia Sandor, Viola Volpato, Tara M Caffrey, Jimena Monzón-Sandoval, Rory Bowden, Javier Alegre-Abarrategui, Richard Wade-Martins, Caleb Webber","We describe a human single-nuclei transcriptomic atlas for the substantia nigra (SN), generated by sequencing approximately 17,000 nuclei from matched cortical and SN samples. We show that the common genetic risk for Parkinson's disease (PD) is associated with dopaminergic neuron (DaN)-specific gene expression, including mitochondrial functioning, protein folding and ubiquitination pathways. We identify a distinct cell type association between PD risk and oligodendrocyte-specific gene expression. Unlike Alzheimer's disease (AD), we find no association between PD risk and microglia or astrocytes, suggesting that neuroinflammation plays a less causal role in PD than AD. Beyond PD, we find associations between SN DaNs and GABAergic neuron gene expression and multiple neuropsychiatric disorders. Conditional analysis reveals that distinct neuropsychiatric disorders associate with distinct sets of neuron-specific genes but converge onto shared loci within oligodendrocytes and oligodendrocyte precursors. This atlas guides our aetiological understanding by associating SN cell type expression profiles with specific disease risk.",Nature communications,10.1038/s41467-020-17876-0,32826893,Alzheimer Disease / metabolism;Astrocytes / metabolism;Brain;Dopaminergic Neurons / metabolism;Gene Expression*;Humans;Microglia / metabolism;Mitochondria / metabolism;Nervous System Diseases / genetics*;Nervous System Diseases / metabolism*;Nervous System Diseases / pathology;Parkinson Disease / genetics*;Parkinson Disease / metabolism*;Substantia Nigra / metabolism*;Substantia Nigra / pathology;Transcriptome,Transcriptome;Gene Expression;Brain;Humans;Mitochondria;Parkinson Disease;Dopaminergic Neurons;Alzheimer Disease;Astrocytes;Substantia Nigra;Nervous System Diseases;Microgli,21/08/2020,1,https://doi.org/10.1038/s41467-020-17876-0
63,66,Defining the Design Principles of Skin Epidermis Postnatal Growth,"Sophie Dekoninck, Edouard Hannezo, Alejandro Sifrim, Yekaterina A Miroshnikova, Mariaceleste Aragona, Milan Malfait, Souhir Gargouri, Charlotte de Neunheuser, Christine Dubois, Thierry Voet, Sara A Wickström, Benjamin D Simons, Cédric Blanpain, Sophie Dekoninck, Edouard Hannezo, Alejandro Sifrim, Yekaterina A Miroshnikova, Mariaceleste Aragona, Milan Malfait, Souhir Gargouri, Charlotte de Neunheuser, Christine Dubois, Thierry Voet, Sara A Wickström, Benjamin D Simons, Cédric Blanpain","During embryonic and postnatal development, organs and tissues grow steadily to achieve their final size at the end of puberty. However, little is known about the cellular dynamics that mediate postnatal growth. By combining in vivo clonal lineage tracing, proliferation kinetics, single-cell transcriptomics, and in vitro micro-pattern experiments, we resolved the cellular dynamics taking place during postnatal skin epidermis expansion. Our data revealed that harmonious growth is engineered by a single population of developmental progenitors presenting a fixed fate imbalance of self-renewing divisions with an ever-decreasing proliferation rate. Single-cell RNA sequencing revealed that epidermal developmental progenitors form a more uniform population compared with adult stem and progenitor cells. Finally, we found that the spatial pattern of cell division orientation is dictated locally by the underlying collagen fiber orientation. Our results uncover a simple design principle of organ growth where progenitors and differentiated cells expand in harmony with their surrounding tissues.",Cell,10.1016/j.cell.2020.03.015,32259486,"Animals;Animals, Outbred Strains;Cell Differentiation / physiology;Cell Division / physiology;Cell Lineage / genetics;Cell Proliferation / physiology;Cells, Cultured;Epidermal Cells / metabolism*;Epidermal Cells / pathology;Epidermis / growth & development*;Epidermis / metabolism;Female;Male;Mice;Mice, Transgenic;Skin / growth & development*;Stem Cells / cytology",development;differentiation;epidermis;growth;imbalance;postnatal;progenitors;self-renewal;skin;stem cells,06/04/2020,1,https://doi.org/10.1016/j.cell.2020.03.015
64,67,A single‐cell transcriptome atlas of the adult human retina,"Samuel W Lukowski, Camden Y Lo, Alexei A Sharov, Quan Nguyen, Lyujie Fang, Sandy Sc Hung, Ling Zhu, Ting Zhang, Ulrike Grünert, Tu Nguyen, Anne Senabouth, Jafar S Jabbari, Emily Welby, Jane C Sowden, Hayley S Waugh, Adrienne Mackey, Graeme Pollock, Trevor D Lamb, Peng-Yuan Wang, Alex W Hewitt, Mark C Gillies, Joseph E Powell, Raymond Cb Wong, Samuel W Lukowski, Camden Y Lo, Alexei A Sharov, Quan Nguyen, Lyujie Fang, Sandy Sc Hung, Ling Zhu, Ting Zhang, Ulrike Grünert, Tu Nguyen, Anne Senabouth, Jafar S Jabbari, Emily Welby, Jane C Sowden, Hayley S Waugh, Adrienne Mackey, Graeme Pollock, Trevor D Lamb, Peng-Yuan Wang, Alex W Hewitt, Mark C Gillies, Joseph E Powell, Raymond Cb Wong","The retina is a specialized neural tissue that senses light and initiates image processing. Although the functional organization of specific retina cells has been well studied, the molecular profile of many cell types remains unclear in humans. To comprehensively profile the human retina, we performed single-cell RNA sequencing on 20,009 cells from three donors and compiled a reference transcriptome atlas. Using unsupervised clustering analysis, we identified 18 transcriptionally distinct cell populations representing all known neural retinal cells: rod photoreceptors, cone photoreceptors, Müller glia, bipolar cells, amacrine cells, retinal ganglion cells, horizontal cells, astrocytes, and microglia. Our data captured molecular profiles for healthy and putative early degenerating rod photoreceptors, and revealed the loss of MALAT1 expression with longer post-mortem time, which potentially suggested a novel role of MALAT1 in rod photoreceptor degeneration. We have demonstrated the use of this retina transcriptome atlas to benchmark pluripotent stem cell-derived cone photoreceptors and an adult Müller glia cell line. This work provides an important reference with unprecedented insights into the transcriptional landscape of human retinal cells, which is fundamental to understanding retinal biology and disease.",The EMBO journal,10.15252/embj.2018100811,31436334,"Autopsy;Cluster Analysis;Databases, Genetic;Gene Expression Profiling / methods;Gene Expression Regulation;Humans;Nerve Degeneration / genetics*;Organ Specificity;RNA, Long Noncoding / genetics*;Retina / chemistry*;Retinal Rod Photoreceptor Cells / chemistry;Sequence Analysis, RNA;Single-Cell Analysis / methods*;Transcriptome*;Unsupervised Machine Learning",photoreceptor subtypes;retina;single-cell RNA sequencing;transcriptome,22/08/2019,1,https://doi.org/10.15252/embj.2018100811
65,68,Single-cell transcriptomics reveals gene expression dynamics of human fetal kidney development.,"Mazène Hochane, Patrick R van den Berg, Xueying Fan, Noémie Bérenger-Currias, Esmée Adegeest, Monika Bialecka, Maaike Nieveen, Maarten Menschaart, Susana M Chuva de Sousa Lopes, Stefan Semrau, Mazène Hochane, Patrick R van den Berg, Xueying Fan, Noémie Bérenger-Currias, Esmée Adegeest, Monika Bialecka, Maaike Nieveen, Maarten Menschaart, Susana M Chuva de Sousa Lopes, Stefan Semrau","The current understanding of mammalian kidney development is largely based on mouse models. Recent landmark studies revealed pervasive differences in renal embryogenesis between mouse and human. The scarcity of detailed gene expression data in humans therefore hampers a thorough understanding of human kidney development and the possible developmental origin of kidney diseases. In this paper, we present a single-cell transcriptomics study of the human fetal kidney. We identified 22 cell types and a host of marker genes. Comparison of samples from different developmental ages revealed continuous gene expression changes in podocytes. To demonstrate the usefulness of our data set, we explored the heterogeneity of the nephrogenic niche, localized podocyte precursors, and confirmed disease-associated marker genes. With close to 18,000 renal cells from five different developmental ages, this study provides a rich resource for the elucidation of human kidney development, easily accessible through an interactive web application.",PLoS Biology,10.1371/journal.pbio.3000152,30789893,"Cell Differentiation;Cell Lineage / genetics;Datasets as Topic;Female;Fetal Development;Fetus;Gene Expression Profiling;Gene Expression Regulation, Developmental*;Gene Ontology;Gestational Age;Humans;Kidney / cytology;Kidney / growth & development;Kidney / metabolism*;Male;Molecular Sequence Annotation;Organogenesis / genetics*;Podocytes / cytology;Podocytes / metabolism*;Single-Cell Analysis;Transcriptome*",Male;Fetal Development;Gene Ontology;Gene Expression Regulation;Developmental;Cell Differentiation;Humans;Female;Molecular Sequence Annotation;Fetus;Gestational Age;Cell Lineage;Kidney;Organogenesis;Podocyte,21/02/2019,1,https://doi.org/10.1371/journal.pbio.3000152
66,69,A living biobank of ovarian cancer ex vivo models reveals profound mitotic heterogeneity,"Louisa Nelson, Anthony Tighe, Anya Golder, Samantha Littler, Bjorn Bakker, Daniela Moralli, Syed Murtuza Baker, Ian J Donaldson, Diana C J Spierings, René Wardenaar, Bethanie Neale, George J Burghel, Brett Winter-Roach, Richard Edmondson, Andrew R Clamp, Gordon C Jayson, Sudha Desai, Catherine M Green, Andy Hayes, Floris Foijer, Robert D Morgan, Stephen S Taylor, Louisa Nelson, Anthony Tighe, Anya Golder, Samantha Littler, Bjorn Bakker, Daniela Moralli, Syed Murtuza Baker, Ian J Donaldson, Diana C J Spierings, René Wardenaar, Bethanie Neale, George J Burghel, Brett Winter-Roach, Richard Edmondson, Andrew R Clamp, Gordon C Jayson, Sudha Desai, Catherine M Green, Andy Hayes, Floris Foijer, Robert D Morgan, Stephen S Taylor","High-grade serous ovarian carcinoma is characterised by TP53 mutation and extensive chromosome instability (CIN). Because our understanding of CIN mechanisms is based largely on analysing established cell lines, we developed a workflow for generating ex vivo cultures from patient biopsies to provide models that support interrogation of CIN mechanisms in cells not extensively cultured in vitro. Here, we describe a ""living biobank"" of ovarian cancer models with extensive replicative capacity, derived from both ascites and solid biopsies. Fifteen models are characterised by p53 profiling, exome sequencing and transcriptomics, and karyotyped using single-cell whole-genome sequencing. Time-lapse microscopy reveals catastrophic and highly heterogeneous mitoses, suggesting that analysis of established cell lines probably underestimates mitotic dysfunction in advanced human cancers. Drug profiling reveals cisplatin sensitivities consistent with patient responses, demonstrating that this workflow has potential to generate personalized avatars with advantages over current pre-clinical models and the potential to guide clinical decision making.",Nature communications,10.1038/s41467-020-14551-2,32054838,"Biological Specimen Banks*;Chromosomal Instability;Drug Resistance, Neoplasm;Female;Gene Expression;Gene Expression Profiling;Histological Techniques / methods;Humans;Imaging, Three-Dimensional;In Situ Hybridization, Fluorescence;In Vitro Techniques;Karyotyping;Mitosis / genetics*;Models, Biological;Mutation;Ovarian Neoplasms / drug therapy;Ovarian Neoplasms / genetics*;Ovarian Neoplasms / pathology*;Paclitaxel / pharmacology;Single-Cell Analysis;Time-Lapse Imaging;Tumor Suppressor Protein p53 / genetics;Whole Exome Sequencing",Time-Lapse Imaging;Biological;Biological Specimen Banks;Karyotyping;Drug Resistance;Neoplasm;Humans;Female;Imaging;Three-Dimensional;Chromosomal Instability;In Situ Hybridization;Fluorescence;Mutation;Whole Exome Sequencing;In Vitro Techniques;Tumor Suppressor Protein p53;Paclitaxel;Histological Techniques;Mitosis;Ovarian Neoplasm,13/02/2020,1,https://doi.org/10.1038/s41467-020-14551-2
67,70,Origin and differentiation trajectories of fibroblastic reticular cells in the splenic white pulp,"Hung-Wei Cheng, Lucas Onder, Mario Novkovic, Charlotte Soneson, Mechthild Lütge, Natalia Pikor, Elke Scandella, Mark D Robinson, Jun-Ichi Miyazaki, Anne Tersteegen, Ursula Sorg, Klaus Pfeffer, Thomas Rülicke, Thomas Hehlgans, Burkhard Ludewig, Hung-Wei Cheng, Lucas Onder, Mario Novkovic, Charlotte Soneson, Mechthild Lütge, Natalia Pikor, Elke Scandella, Mark D Robinson, Jun-Ichi Miyazaki, Anne Tersteegen, Ursula Sorg, Klaus Pfeffer, Thomas Rülicke, Thomas Hehlgans, Burkhard Ludewig","The splenic white pulp is underpinned by poorly characterized stromal cells that demarcate distinct immune cell microenvironments. Here we establish fibroblastic reticular cell (FRC)-specific fate-mapping in mice to define their embryonic origin and differentiation trajectories. Our data show that all reticular cell subsets descend from multipotent progenitors emerging at embryonic day 19.5 from periarterial progenitors. Commitment of FRC progenitors is concluded during the first week of postnatal life through occupation of niches along developing central arterioles. Single cell transcriptomic analysis facilitated deconvolution of FRC differentiation trajectories and indicated that perivascular reticular cells function both as adult lymphoid organizer cells and mural cell progenitors. The lymphotoxin-β receptor-independent sustenance of postnatal progenitor stemness unveils that systemic immune surveillance in the splenic white pulp is governed through subset specification of reticular cells from a multipotent periarterial progenitor cell. In sum, the finding that discrete signaling events in perivascular niches determine the differentiation trajectories of reticular cell networks explains the development of distinct microenvironmental niches in secondary and tertiary lymphoid tissues that are crucial for the induction and regulation of innate and adaptive immune processes.",Nature communications,10.1038/s41467-019-09728-3,30988302,Animals;Cell Differentiation;Cell Lineage*;Cellular Microenvironment*;Fibroblasts / physiology*;Gene Expression Profiling;Immunologic Surveillance;Lymphocytes;Mice;Spleen,Spleen;Animals;Cell Differentiation;Immunologic Surveillance;Mice;Lymphocytes;Cellular Microenvironment;Fibroblast,15/04/2019,1,https://doi.org/10.1038/s41467-019-09728-3
68,71,Reference-based analysis of lung single-cell sequencing reveals a transitional profibrotic macrophage,"Dvir Aran, Agnieszka P Looney, Leqian Liu, Esther Wu, Valerie Fong, Austin Hsu, Suzanna Chak, Ram P Naikawadi, Paul J Wolters, Adam R Abate, Atul J Butte, Mallar Bhattacharya, Dvir Aran, Agnieszka P Looney, Leqian Liu, Esther Wu, Valerie Fong, Austin Hsu, Suzanna Chak, Ram P Naikawadi, Paul J Wolters, Adam R Abate, Atul J Butte, Mallar Bhattacharya","Tissue fibrosis is a major cause of mortality that results from the deposition of matrix proteins by an activated mesenchyme. Macrophages accumulate in fibrosis, but the role of specific subgroups in supporting fibrogenesis has not been investigated in vivo. Here, we used single-cell RNA sequencing (scRNA-seq) to characterize the heterogeneity of macrophages in bleomycin-induced lung fibrosis in mice. A novel computational framework for the annotation of scRNA-seq by reference to bulk transcriptomes (SingleR) enabled the subclustering of macrophages and revealed a disease-associated subgroup with a transitional gene expression profile intermediate between monocyte-derived and alveolar macrophages. These CX3CR1+SiglecF+transitional macrophages localized to the fibrotic niche and had a profibrotic effect in vivo. Human orthologs of genes expressed by the transitional macrophages were upregulated in samples from patients with idiopathic pulmonary fibrosis. Thus, we have identified a pathological subgroup of transitional macrophages that are required for the fibrotic response to injury.",Nature immunology,10.1038/s41590-018-0276-y,30643263,"Animals;Antigens, Differentiation, Myelomonocytic / genetics;Antigens, Differentiation, Myelomonocytic / immunology;Antigens, Differentiation, Myelomonocytic / metabolism;Bleomycin / immunology;CX3C Chemokine Receptor 1 / genetics;CX3C Chemokine Receptor 1 / immunology;CX3C Chemokine Receptor 1 / metabolism;Cells, Cultured;Disease Models, Animal;Female;Gene Expression Profiling / methods;Humans;Idiopathic Pulmonary Fibrosis / immunology*;Idiopathic Pulmonary Fibrosis / pathology;Lung / cytology;Lung / immunology;Lung / pathology*;Macrophage Activation*;Macrophages, Alveolar / immunology*;Macrophages, Alveolar / metabolism;Male;Mice;Sequence Analysis, RNA / methods;Sialic Acid Binding Immunoglobulin-like Lectins;Single-Cell Analysis / methods;Up-Regulation",Male;Animals;Humans;Female;Disease Models;Mice;Sialic Acid Binding Immunoglobulin-like Lectins;Cultured;Macrophage Activation;CX3C Chemokine Receptor 1;Gene Expression Profiling;Sequence Analysis;Antigens;Differentiation;Myelomonocytic;Idiopathic Pulmonary Fibrosis;Bleomycin;Macrophages;Alveolar;Lung;Single-Cell Analysi,14/01/2019,1,https://doi.org/10.1038/s41590-018-0276-y
69,72,Single-cell transcriptome analysis reveals differential nutrient absorption functions in human intestine,"Yalong Wang, Wanlu Song, Jilian Wang, Ting Wang, Xiaochen Xiong, Zhen Qi, Wei Fu, Xuerui Yang, Ye-Guang Chen, Yalong Wang, Wanlu Song, Jilian Wang, Ting Wang, Xiaochen Xiong, Zhen Qi, Wei Fu, Xuerui Yang, Ye-Guang Chen","The intestine plays an important role in nutrient digestion and absorption, microbe defense, and hormone secretion. Although major cell types have been identified in the mouse intestinal epithelium, cell type-specific markers and functional assignments are largely unavailable for human intestine. Here, our single-cell RNA-seq analyses of 14,537 epithelial cells from human ileum, colon, and rectum reveal different nutrient absorption preferences in the small and large intestine, suggest the existence of Paneth-like cells in the large intestine, and identify potential new marker genes for human transient-amplifying cells and goblet cells. We have validated some of these insights by quantitative PCR, immunofluorescence, and functional analyses. Furthermore, we show both common and differential features of the cellular landscapes between the human and mouse ilea. Therefore, our data provide the basis for detailed characterization of human intestine cell constitution and functions, which would be helpful for a better understanding of human intestine disorders, such as inflammatory bowel disease and intestinal tumorigenesis.",The Journal of experimental medicine,10.1084/jem.20191130,31753849,"Animals;Biomarkers;Cell Cycle / genetics;Cell Differentiation / genetics;Cell Proliferation;Cells, Cultured;Goblet Cells / metabolism*;Humans;Ileum / cytology;Intestinal Absorption / genetics*;Mice;Mice, Inbred C57BL;Nutrients / metabolism*;Organoids;Paneth Cells / metabolism*;RNA-Seq;Signal Transduction / genetics;Single-Cell Analysis / methods*;Transcriptome*",Cell Proliferation;Organoids;Animals;Biomarkers;Mice;Inbred C57BL;Humans;Mice;Cultured;Cell Cycle;Intestinal Absorption;Nutrients;Cell Differentiation;Signal Transduction;Paneth Cells;Goblet Cells;Ileum;Single-Cell Analysi,03/02/2020,1,https://doi.org/10.1084/jem.20191130
70,73,Somatic mTOR mutation in clonally expanded T lymphocytes associated with chronic graft versus host disease,"Daehong Kim, Giljun Park, Jani Huuhtanen, Sofie Lundgren, Rajiv K Khajuria, Ana M Hurtado, Cecilia Muñoz-Calleja, Laura Cardeñoso, Valle Gómez-García de Soria, Tzu Hua Chen-Liang, Samuli Eldfors, Pekka Ellonen, Sari Hannula, Matti Kankainen, Oscar Bruck, Anna Kreutzman, Urpu Salmenniemi, Tapio Lönnberg, Andrés Jerez, Maija Itälä-Remes, Mikko Myllymäki, Mikko A I Keränen, Satu Mustjoki, Daehong Kim, Giljun Park, Jani Huuhtanen, Sofie Lundgren, Rajiv K Khajuria, Ana M Hurtado, Cecilia Muñoz-Calleja, Laura Cardeñoso, Valle Gómez-García de Soria, Tzu Hua Chen-Liang, Samuli Eldfors, Pekka Ellonen, Sari Hannula, Matti Kankainen, Oscar Bruck, Anna Kreutzman, Urpu Salmenniemi, Tapio Lönnberg, Andrés Jerez, Maija Itälä-Remes, Mikko Myllymäki, Mikko A I Keränen, Satu Mustjoki","Graft versus host disease (GvHD) is the main complication of allogeneic hematopoietic stem cell transplantation (HSCT). Here we report studies of a patient with chronic GvHD (cGvHD) carrying persistent CD4+T cell clonal expansion harboring somatic mTOR, NFKB2, and TLR2 mutations. In the screening cohort (n = 134), we detect the mTOR P2229R kinase domain mutation in two additional cGvHD patients, but not in healthy or HSCT patients without cGvHD. Functional analyses of the mTOR mutation indicate a gain-of-function alteration and activation of both mTORC1 and mTORC2 signaling pathways, leading to increased cell proliferation and decreased apoptosis. Single-cell RNA sequencing and real-time impedance measurements support increased cytotoxicity of mutated CD4+T cells. High throughput drug-sensitivity testing suggests that mutations induce resistance to mTOR inhibitors, but increase sensitivity for HSP90 inhibitors. Our findings imply that somatic mutations may contribute to aberrant T cell proliferations and persistent immune activation in cGvHD, thereby paving the way for targeted therapies.",Nature communications,10.1038/s41467-020-16115-w,32382059,"Blotting, Western;Cell Proliferation / genetics;Cell Proliferation / physiology;Graft vs Host Disease / genetics*;HEK293 Cells;Humans;Immunity, Cellular / genetics;Immunity, Cellular / physiology;Immunoprecipitation;Mutation / genetics;Protein Binding / genetics;Protein Binding / physiology;T-Lymphocytes / metabolism*;TOR Serine-Threonine Kinases / genetics*",Immunoprecipitation;HEK293 Cells;Blotting;Western;Humans;Cell Proliferation;Graft vs Host Disease;Immunity;Cellular;Mutation;T-Lymphocytes;TOR Serine-Threonine Kinases;Protein Bindin,07/05/2020,1,https://doi.org/10.1038/s41467-020-16115-w
