project_id	experiment_id	omics_id	annotation_class	celltype	logfoldchange	names	method	pval	pvals_adj	scores	layer	father_uplayer	mark	annotation_id	logfoldchange_rank	pval_rank	gene_id	ontology
PRO000000289	EPT000000294	SCT000000266	annotation_au	Cholangiocyte	1.67	Gene:hsa:259	t-test	2.7300000000000004e-37	9.01e-36	17.7	1	root	SCT000000266|t-test|Cholangiocytes	ANO000000170	25.0	15.0	259	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Cholangiocyte	3.6	Gene:hsa:6590	t-test	1.9399999999999997e-34	5.78e-33	17.3	1	root	SCT000000266|t-test|Cholangiocytes	ANO000000170	16.0	18.0	6590	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Cholangiocyte	5.91	Gene:hsa:1999	t-test	5.28e-34	1.5400000000000002e-32	17.2	1	root	SCT000000266|t-test|Cholangiocytes	ANO000000170	8.0	20.0	1999	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Cholangiocyte	2.71	Gene:hsa:2950	t-test	2.2e-34	6.53e-33	17.1	1	root	SCT000000266|t-test|Cholangiocytes	ANO000000170	19.0	19.0	2950	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Cholangiocyte	2.06	Gene:hsa:183	t-test	6.46e-34	1.88e-32	16.7	1	root	SCT000000266|t-test|Cholangiocytes	ANO000000170	23.0	21.0	183	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Cholangiocyte	3.33	Gene:hsa:481	t-test	3.2200000000000004e-32	8.65e-31	16.3	1	root	SCT000000266|t-test|Cholangiocytes	ANO000000170	17.0	23.0	481	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Cholangiocyte	10.1	Gene:hsa:4070	t-test	2.12e-30	5.36e-29	15.6	1	root	SCT000000266|t-test|Cholangiocytes	ANO000000170	2.0	25.0	4070	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Cholangiocyte	0.592	Gene:hsa:378938	t-test	4.86e-33	1.37e-31	15.6	1	root	SCT000000266|t-test|Cholangiocytes	ANO000000170	27.0	22.0	378938	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Cholangiocyte	5.21	Gene:hsa:10653	t-test	2.85e-29	7.02e-28	15.0	1	root	SCT000000266|t-test|Cholangiocytes	ANO000000170	10.0	27.0	10653	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Cholangiocyte	0.611	Gene:hsa:6130	t-test	1.67e-31	4.41e-30	14.7	1	root	SCT000000266|t-test|Cholangiocytes	ANO000000170	26.0	24.0	6130	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Cholangiocyte	5.8	Gene:hsa:26751	t-test	1.51e-28	3.6300000000000006e-27	14.7	1	root	SCT000000266|t-test|Cholangiocytes	ANO000000170	9.0	28.0	26751	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Cholangiocyte	0.266	Gene:hsa:6171	t-test	2.81e-30	7.09e-29	14.6	1	root	SCT000000266|t-test|Cholangiocytes	ANO000000170	30.0	26.0	6171	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Cholangiocyte	2.78	Gene:hsa:302	t-test	2.1e-28	5.03e-27	14.6	1	root	SCT000000266|t-test|Cholangiocytes	ANO000000170	18.0	29.0	302	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Cholangiocyte	1.93	Gene:hsa:6281	t-test	2.76e-28	6.580000000000001e-27	14.4	1	root	SCT000000266|t-test|Cholangiocytes	ANO000000170	24.0	30.0	6281	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	7.34	Gene:hsa:3039	t-test	0.0	0.0	87.8	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	12.0	1.0	3039	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	5.93	Gene:hsa:3043	t-test	0.0	0.0	83.6	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	16.0	2.0	3043	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	6.98	Gene:hsa:3040	t-test	0.0	0.0	83.6	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	13.0	3.0	3040	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	10.1	Gene:hsa:51327	t-test	0.0	0.0	34.2	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	7.0	4.0	51327	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	11.4	Gene:hsa:212	t-test	0.0	0.0	34.0	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	2.0	5.0	212	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	9.14	Gene:hsa:3045	t-test	0.0	0.0	33.7	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	11.0	6.0	3045	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	6.49	Gene:hsa:51312	t-test	0.0	0.0	29.6	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	14.0	7.0	51312	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	9.73	Gene:hsa:759	t-test	0.0	0.0	28.3	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	8.0	8.0	759	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	9.69	Gene:hsa:6622	t-test	1.1e-40	9.13e-40	23.5	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	9.0	9.0	6622	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	10.4	Gene:hsa:3042	t-test	8.16e-40	6.7e-39	22.9	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	5.0	10.0	3042	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	5.57	Gene:hsa:51629	t-test	9.31e-40	7.63e-39	22.8	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	18.0	11.0	51629	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	4.47	Gene:hsa:2995	t-test	2.05e-35	1.5299999999999999e-34	19.9	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	23.0	12.0	2995	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	3.69	Gene:hsa:645	t-test	3.56e-34	2.56e-33	19.1	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	28.0	13.0	645	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	2.07	Gene:hsa:7314	t-test	2.82e-31	1.88e-30	17.3	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	30.0	14.0	7314	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	5.02	Gene:hsa:8531	t-test	1.4899999999999998e-30	9.79e-30	17.2	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	19.0	15.0	8531	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	11.0	Gene:hsa:6521	t-test	1.34e-29	8.560000000000001e-29	16.7	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	4.0	17.0	6521	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	4.1	Gene:hsa:682	t-test	1.2200000000000001e-29	7.82e-29	16.6	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	25.0	16.0	682	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	4.55	Gene:hsa:51218	t-test	3.4599999999999997e-28	2.14e-27	15.9	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	21.0	18.0	51218	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	11.8	Gene:hsa:2993	t-test	1.9800000000000003e-27	1.2e-26	15.5	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	1.0	19.0	2993	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	11.3	Gene:hsa:2994	t-test	2.47e-26	1.46e-25	14.9	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	3.0	20.0	2994	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	6.3	Gene:hsa:3145	t-test	4.93e-25	2.7899999999999998e-24	14.3	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	15.0	21.0	3145	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	2.79	Gene:hsa:2987	t-test	6.3e-25	3.55e-24	14.1	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	29.0	22.0	2987	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	4.51	Gene:hsa:665	t-test	4.8199999999999996e-24	2.65e-23	13.7	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	22.0	23.0	665	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	3.99	Gene:hsa:23770	t-test	1.49e-23	8.079999999999999e-23	13.5	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	26.0	24.0	23770	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	3.99	Gene:hsa:5886	t-test	2.1e-22	1.1e-21	12.9	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	27.0	25.0	5886	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	10.4	Gene:hsa:3049	t-test	5e-22	2.590000000000001e-21	12.7	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	6.0	26.0	3049	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	4.26	Gene:hsa:25793	t-test	5.21e-22	2.7e-21	12.7	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	24.0	27.0	25793	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	4.74	Gene:hsa:760	t-test	7.62e-22	3.930000000000001e-21	12.6	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	20.0	28.0	760	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	9.29	Gene:hsa:55363	t-test	1.03e-20	5.13e-20	12.1	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	10.0	29.0	55363	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Erythroid_Cell	5.93	Gene:hsa:2235	t-test	8.27e-20	4.01e-19	11.6	1	root	SCT000000266|t-test|Erythroid_Cells	ANO000000170	17.0	30.0	2235	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	8.68	Gene:hsa:10398	t-test	3.0500000000000003e-32	3.1900000000000003e-31	41.9	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	7.0	1.0	10398	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	7.59	Gene:hsa:6876	t-test	1.29e-29	1.26e-28	35.1	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	9.0	2.0	6876	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	5.53	Gene:hsa:3490	t-test	8.22e-27	7.460000000000001e-26	28.7	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	17.0	3.0	3490	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	1.44	Gene:hsa:4637	t-test	1.6000000000000002e-23	1.32e-22	20.9	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	28.0	4.0	4637	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	9.92	Gene:hsa:1634	t-test	7.26e-21	5.52e-20	19.7	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	3.0	5.0	1634	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	7.4	Gene:hsa:633	t-test	1.13e-19	8.36e-19	18.1	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	11.0	6.0	633	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	3.62	Gene:hsa:7076	t-test	1.69e-17	1.17e-16	15.3	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	20.0	7.0	7076	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	2.23	Gene:hsa:967	t-test	2.4e-17	1.65e-16	14.9	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	25.0	8.0	967	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	8.75	Gene:hsa:59	t-test	6.31e-17	4.29e-16	14.8	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	6.0	9.0	59	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	3.12	Gene:hsa:7431	t-test	2.06e-16	1.38e-15	14.1	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	23.0	10.0	7431	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	10.1	Gene:hsa:1278	t-test	7.22e-16	4.74e-15	13.7	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	2.0	12.0	1278	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	9.61	Gene:hsa:1281	t-test	8.29e-16	5.43e-15	13.7	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	5.0	13.0	1281	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	3.18	Gene:hsa:3956	t-test	6.25e-16	4.11e-15	13.6	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	22.0	11.0	3956	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	4.92	Gene:hsa:7168	t-test	2.29e-15	1.48e-14	13.2	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	19.0	14.0	7168	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	3.56	Gene:hsa:800	t-test	7.07e-15	4.48e-14	12.6	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	21.0	15.0	800	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	5.64	Gene:hsa:6678	t-test	3.83e-14	2.36e-13	12.0	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	16.0	16.0	6678	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	1.84	Gene:hsa:10410	t-test	5.76e-14	3.53e-13	11.6	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	26.0	17.0	10410	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	6.74	Gene:hsa:1292	t-test	2.32e-13	1.4e-12	11.3	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	12.0	18.0	1292	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	3.11	Gene:hsa:6277	t-test	3.01e-13	1.8e-12	11.1	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	24.0	19.0	6277	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	9.74	Gene:hsa:56944	t-test	4.86e-13	2.89e-12	11.0	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	4.0	20.0	56944	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	10.5	Gene:hsa:1277	t-test	6.94e-13	4.11e-12	10.8	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	1.0	21.0	1277	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	7.52	Gene:hsa:78989	t-test	9.49e-13	5.57e-12	10.7	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	10.0	22.0	78989	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	6.67	Gene:hsa:1284	t-test	1.25e-12	7.29e-12	10.6	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	13.0	23.0	1284	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	0.718	Gene:hsa:60	t-test	4.52e-12	2.57e-11	9.94	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	29.0	24.0	60	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	5.94	Gene:hsa:94274	t-test	8.55e-12	4.8e-11	9.88	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	14.0	26.0	94274	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatic_Stellate_Cell	5.67	Gene:hsa:5768	t-test	1.06e-11	5.95e-11	9.79	1	root	SCT000000266|t-test|Hepatic_Stellate_Cells	ANO000000170	15.0	28.0	5768	
